,user,location,tweet,created_at,original_creator,retweet
3707,KhaleelRohimi,المملكة العربية السعودية,"RT @NIOGlobal: In light of the #coronavirus, NIO’s User Trust Council has announced to raise RMB5 million (~$720,800 USD) to set up a Coron…",2020-02-02 19:43:50,NIOGlobal,1
3708,chuuaner,Netherlands,"Everything is so surreal. In my birthplace #Chengdu, the city of #panda bear, all dare not go out.… https://t.co/Tc89yjwXYn",2020-02-02 19:43:50,,1
3709,saeidrad54,Tehran,RT @restartleader: The people of China need to know that their government has sent #Coronavirus to Iran for the past many decades by suppor…,2020-02-02 19:43:49,restartleader,1
3710,Amy02125849,,RT @RT_com: #Wuhan hospital workers sing to the #coronavirus patients to keep their spirit up https://t.co/NEvSPEmQm1,2020-02-02 19:43:49,RT_com,1
3711,greensunset3,,"RT @patcondell: Doctors in #China arrested for revealing the truth about #coronavirus. 
https://t.co/UAhubsfWf6",2020-02-02 19:43:49,patcondell,1
3712,_MenanT,,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:43:48,TomValletti,1
3713,KyunglimJ,,RT @MandyLeeDUBHKG: 10pm 2Feb: For 2nd nite in a row hundreds of residents at #MeiFoo estate protest against govt plans to turn a nearby ho…,2020-02-02 19:43:48,MandyLeeDUBHKG,1
3714,beldandolo,Earth,RT @CoronaVirusFlu: Germany 🇩🇪 has confirmed 2 new cases of #Coronavirus raising the total to 10. Both patients were part of the group of G…,2020-02-02 19:43:48,CoronaVirusFlu,1
3715,Karagulluler,istanbul,RT @RT_com: #Wuhan hospital workers sing to the #coronavirus patients to keep their spirit up https://t.co/NEvSPEmQm1,2020-02-02 19:43:47,RT_com,1
3716,Greg5thTrad,"New Jersey, USA",Here's what's changed about the #coronavirus over the weekend ... $GILD $FXI $KWEB $CQQQ $ASHR $YINN $MCHI $TDF… https://t.co/wTahA35vdO,2020-02-02 19:43:47,,1
3717,4TrueTime,"Washington, USA","RT @WA_Silenced_Maj: With the #coronavirus spreading and the danger it poses, I am declaring a ban on the virus. I have also declared Washi…",2020-02-02 19:43:47,WA_Silenced_Maj,1
3718,alexyip258,Birmingham,"Fear is no reason to stop being human. 

Remember that we are all people with families, feelings, and should not be… https://t.co/kDxNf2gcYg",2020-02-02 19:43:46,,1
3719,qobit,,"RT @adphc_ae: 1. What is Novel Coronavirus (nCoV) ?

#ADPHC #towards_a_healthy_and_safe_society #Coronavirus https://t.co/HsBOESIGWR",2020-02-02 19:43:46,adphc_ae,1
3720,bette_ellen,,"RT @SurpriseDay27: Flight comming from China to Indonesia    disinfected    at arrival
#coronavirus https://t.co/8DvWVcoLd6",2020-02-02 19:43:46,SurpriseDay27,1
3721,RITAYULY,Argentina,RT @WilliamYang120: Chinese expert Zhong Nan-Shan said it is dangerous for patients confirmed or suspected of having #coronavirus to practi…,2020-02-02 19:43:46,WilliamYang120,1
3722,VampsJewelry,,RT @media_resist: Know your mask types #coronavirus https://t.co/d7VWTFBapm,2020-02-02 19:43:45,media_resist,1
3723,CharlieVC90210,"Los Angeles, CA","RT @DarrenPlymouth: This undercover journalist secretly filmed 8 bodies in 5 minutes in 1 hospital ward, #Wuhan, #China.

Cause of death, #…",2020-02-02 19:43:45,DarrenPlymouth,1
3724,cymaronet,,"RT @Reuters: China ramped up measures to contain the #coronavirus epidemic and shore up the economy against its effects, as the first death…",2020-02-02 19:43:44,Reuters,1
3725,yocibou,,RT @RT_com: #Wuhan hospital workers sing to the #coronavirus patients to keep their spirit up https://t.co/NEvSPEmQm1,2020-02-02 19:43:44,RT_com,1
3726,Hershal07,,"RT @ouchinagirl: .#WakeUpAmerica If the #coronavirus makes it to Mexico, open borders will ensure a pandemic in the USA… and #SanctuaryCiti…",2020-02-02 19:43:44,ouchinagirl,1
3727,myself1234567,,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:43:43,TomValletti,1
3728,AhmedRa83348926,"New Delhi, India","RT @ANI: #WATCH Indian students who were brought back from Wuhan, China, dance at the quarantine facility of Indian Army in Manesar, Haryan…",2020-02-02 19:43:43,ANI,1
3729,OwitiOyuko,"Nairobi, Kenya",RT @FauzKhalid: The reason we have #coronavirus https://t.co/gw9CbkH8ga,2020-02-02 19:43:43,FauzKhalid,1
3730,bitcoinspotGR,"Larissa, GR",inb4 mixing antibiotics with antiHIV components in a rush creates an even stronger wave of #coronavirus strain https://t.co/4Gx3PHLor9,2020-02-02 19:43:43,,1
3731,_likeasorethumb,,RT @EmoryUniversity: Coronavirus myth: Wearing a mask while out and about will protect me from #coronavirus - FALSE: Masks are not helpful…,2020-02-02 19:43:43,EmoryUniversity,1
3732,corinederuiter,The Netherlands,"RT @anasalhajji: While the world is fixated with #coronavirus in China, it is ignoring what could be a bigger problem with a more lasting i…",2020-02-02 19:43:42,anasalhajji,1
3733,z_chrissie,Switzerland,"RT @Jerusalem_Post: With more than 300 people dead and over 14,000 confirmed as infected with #coronavirus, misinformation and panic-driven…",2020-02-02 19:43:42,Jerusalem_Post,1
3734,CoopzFlamesClub,"Lynchburg, VA",RT @JGilliam_SEAL: It is no surprise to me that #coronavirus is now at @BellevueHosp in #NYC. The sheer number of individuals immigrating t…,2020-02-02 19:43:41,JGilliam_SEAL,1
3735,czarymarybum777,,"RT @DarrenPlymouth: People are dying at home before getting the chance for treatment in what is now Racoon City #Wuhan. 

This coupled with…",2020-02-02 19:43:41,DarrenPlymouth,1
3736,itsdanish07,"Punjab, Pakistan","We appreciate Dr.Muhammad Usman Janjua,a foreign Doctor to join the fight against #coronavirus in #China as a… https://t.co/ZQIgJwNYwZ",2020-02-02 19:43:41,,1
3737,gotonura,,RT @CDCofBC: 1/11 There are several misconceptions on social media currently around how #coronavirus is transmitted. Please allow us to cle…,2020-02-02 19:43:40,CDCofBC,1
3738,LilySungkono,,"RT @XHNews: In just 10 days! China builds new hospital to combat #coronavirus. With capacity of 1,000 beds, Huoshenshan hospital will bring…",2020-02-02 19:43:40,XHNews,1
3739,ebrahim222,,RT @maree_jun: A relative of mine from China just sent me this. Rows of police surrounds her residential block where a positive  #coronavir…,2020-02-02 19:43:38,maree_jun,1
3740,maegan_laporte,Canada 🇨🇦 ,"RT @ZyroFoxtrot: Mother and daughter from Newport tested for coronavirus after visit to China

#冠状病毒
#WuhanAcuteRespiratorySyndrome
#Corona…",2020-02-02 19:43:38,ZyroFoxtrot,1
3741,isikmoon,San Francisco,RT @RT_com: #Wuhan hospital workers sing to the #coronavirus patients to keep their spirit up https://t.co/NEvSPEmQm1,2020-02-02 19:43:37,RT_com,1
3742,Dana_Kawczynski,United States,RT @sotiridi: #Breaking: Just in - Two German nationals who were traveling back from #Wuhan in #China after the German Foreign Minister cal…,2020-02-02 19:43:36,sotiridi,1
3743,MallyJamesNEW,"South Jamaica, Queens","RT @TheDailyEdge: Meanwhile: US underprepared for #coronavirus due to Trump cuts

- CDC funding has been cut

- Steps put in place after Eb…",2020-02-02 19:43:36,TheDailyEdge,1
3744,ITEnrico,,RT @jenniferatntd: Notice about stock market in #China. No one is allowed to sell when the market resume on Feb. 3.  Biding price to be con…,2020-02-02 19:43:36,jenniferatntd,1
3745,saud_alzarouni,"Sharjah, United Arab Emirates",RT @RT_com: #Wuhan hospital workers sing to the #coronavirus patients to keep their spirit up https://t.co/NEvSPEmQm1,2020-02-02 19:43:35,RT_com,1
3746,LeftoverHindus,"Leftover हिन्दू, Leftover भारत","RT @ANI: #WATCH Indian students who were brought back from Wuhan, China, dance at the quarantine facility of Indian Army in Manesar, Haryan…",2020-02-02 19:43:35,ANI,1
3747,amronsomar,Arizona/Central Calif,"RT @Xy5Z89: #BREAKINGNEWS

#China #Hubei #Coronarivus

Scientists from #China have found out that the #coronavirus can also spread through…",2020-02-02 19:43:35,Xy5Z89,1
3748,ma_awan,London/Islamabad,"RT @CathayPak: We appreciate Dr.Muhammad Usman Janjua,a foreign Doctor to join the fight against coronavirus in China as a volunteer. He is…",2020-02-02 19:43:35,CathayPak,1
3749,ShereenSeleman,,"RT @YomiShogunle: INDONESIA, Hang Nadim Airport on Batam Islands: In line with WHO procedures, medical staff in yellow protective suits spr…",2020-02-02 19:43:34,YomiShogunle,1
3750,TaranePouramadi,,"RT @sotiridi: #Breaking: Just in - China has recorded a new kind of a #pneumonia virus outbreak of a ""bird flu"" in a Company building in th…",2020-02-02 19:43:33,sotiridi,1
3751,CliveDonovan2,6 Lower Park Row BS15 5BJ UK,RT @IlyssaFradin: So all the US companies in China shutting down factories and sending workers home bc of the #coronavirus will they be giv…,2020-02-02 19:43:32,IlyssaFradin,1
3752,GoodAppleClub,United States,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:43:31,TomValletti,1
3753,CRIPTONEWS_br,"Campinas, Brasil","RT @CryptoWhale: Once the market opens tomorrow,  no one in China will be allowed to sell on the stock market.

China is fearing a massive…",2020-02-02 19:43:31,CryptoWhale,1
3754,saveusrepublic2,west of the Mississippi,RT @SirJoeWorks: #Coronavirus &amp; #CashlessSociety: 1) Free hospitals will now charge you. 2) No cash accepted. If you can't pay by electroni…,2020-02-02 19:43:30,SirJoeWorks,1
3755,dr_trkulja,"Novi Sad, Republic of Serbia",RT @RT_com: #Wuhan hospital workers sing to the #coronavirus patients to keep their spirit up https://t.co/NEvSPEmQm1,2020-02-02 19:43:30,RT_com,1
3756,CAPublicHealth,"Sacramento, CA","RT @CDCgov: Much is unknown about how #2019nCoV, a new #coronavirus, spreads. Currently there is no evidence to support spread of 2019-nCoV…",2020-02-02 19:43:30,CDCgov,1
3757,funymnjamo,"Occupied Brentwood, CA ","RT @SecAzar: As part of the Administration’s work to protect Americans and respond to the 2019 Novel #Coronavirus outbreak, today I signed…",2020-02-02 19:43:30,SecAzar,1
3758,macfitte,"Sarlat-la-Canéda, France","RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:43:30,TomValletti,1
3759,LisaSartin,United States,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:43:29,TomValletti,1
3760,androzipa,Kenya,"RT @Shikoohz: A popular pro-Trump website had released the personal information of a scientist from Wuhan, China, falsely accusing them of…",2020-02-02 19:43:26,Shikoohz,1
3761,funkyTii,Castle Rock,"RT @globaltimesnews: Walking around without a protective face mask? Well, you can't avoid these sharp-tongued drones! Many village and citi…",2020-02-02 19:43:26,globaltimesnews,1
3762,WonterghemVan,Alabama,"RT @JenniferHYChan: #XiJinping always brags about #China being economically powerful, as it has 1.4 billion people with purchasing power.…",2020-02-02 19:43:26,JenniferHYChan,1
3763,anomalyjoon,Canada,"RT @ChinaDaily: Chinese idols #TFBOYS, #XiaoZhan and #WangYibo have donated masks and other medical supplies to Central China's #coronaviru…",2020-02-02 19:43:25,ChinaDaily,1
3764,terrimcmilli,,"RT @SecAzar: At this time, the risk to Americans remains low, and we are working to keep it that way. We will continue our work to monitor,…",2020-02-02 19:43:25,SecAzar,1
3765,markyready57,"Mansfield, England","RT @PHE_uk: Get the latest information and advice about novel #coronavirus here➡️https://t.co/HdLMY6wv7K

You can also find out more in our…",2020-02-02 19:43:25,PHE_uk,1
3766,tespeleta,,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:43:25,TomValletti,1
3767,iKailashYadav,"Alwar, Rajasthan, India","RT @Shruthi_Thumbri: Indian students returning from #Wuhan in China chant ""Bharat Mata ki Jai"" &amp; ""Har har Mahadev!"" after landing in Delhi…",2020-02-02 19:43:23,Shruthi_Thumbri,1
3768,DuchessK2,,@sootytweet Bloody ridiculous. Looks like #NZLabour @jacindaardern cocking this up nicely. #coronavirus #nzpol,2020-02-02 19:43:23,,1
3769,sanjivvmore,San Francisco Bay Area,"RT @abc7newsbayarea: The Philippine Health Department said a man from Wuhan was hospitalized Jan. 25 with a fever, cough and sore throat an…",2020-02-02 19:43:23,abc7newsbayarea,1
3770,weehellish,"Glasgow, Scotland","RT @SunScotNational: The devastating human toll aside, the impact of the #coronavirus is impacting China’s international standing overseas…",2020-02-02 19:43:23,SunScotNational,1
3771,Li_Humanity,"Mumbai, India",RT @RT_com: #Wuhan hospital workers sing to the #coronavirus patients to keep their spirit up https://t.co/NEvSPEmQm1,2020-02-02 19:43:23,RT_com,1
3772,SimpleConundrum,SF Bay Area ,"RT @PearlteaRizzy: #coronavirus

Western people: STOP SAYING MEAN THINGS AND RACIST JOKES AGAINST ASIANS YOU BIGOTS

Meanwhile in Asia: htt…",2020-02-02 19:43:22,PearlteaRizzy,1
3773,angelabysouth,Sydney,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:43:22,TomValletti,1
3774,Jxon_c,BTS-LOONA-ITZY,RT @UNHumanRights: It's understandable to be alarmed by #Coronavirus. But no amount of fear can excuse prejudice &amp; discrimination against p…,2020-02-02 19:43:21,UNHumanRights,1
3775,DamankaQ,,RT @CGTNOfficial: Pictures of nurses' hands shriveled and scarred after days of fighting the #coronavirus on the front lines are going vira…,2020-02-02 19:43:21,CGTNOfficial,1
3776,miriamhobson,Adelaide,"RT @Laurie_Garrett: The risk in pushing science out fast during the #2019nCoV epidemic is some will be wrong.
Thnx to @biorxivpreprint for…",2020-02-02 19:43:20,Laurie_Garrett,1
3777,mrsheroft,ATLHOE,"RT @Echinanews: China has built a makeshift Huoshenshan hospital in 10 days to battle against the novel #coronavirus outbreak in Wuhan, cen…",2020-02-02 19:43:20,Echinanews,1
3778,Muhammedafzal70,"لاہور, پاکستان",RT @RT_com: #Wuhan hospital workers sing to the #coronavirus patients to keep their spirit up https://t.co/NEvSPEmQm1,2020-02-02 19:43:20,RT_com,1
3779,saveusrepublic2,west of the Mississippi,"RT @deeppatelj: First #CoronaVirus and now #H5N1 !

What's happening China? https://t.co/n7vA8nhH6A",2020-02-02 19:43:19,deeppatelj,1
3780,BradleyIFV3USA,USA,RT @Fiercely_: I wonder how many people in communist China have died due to the #coronavirus? There is no way the Chinese govt have honest…,2020-02-02 19:43:19,Fiercely_,1
3781,avr1avr,,"RT @BasedPoland: A new study by the University of HongKong shows about 75 000 ppl are infected with the #CoronaVirus just in #Wuhan

They s…",2020-02-02 19:43:16,BasedPoland,1
3782,eeeicaa,Saggitarius ascending ,RT @IsChinar: No one can disembark from Hokkaido flying to Hong Kong.  Seven people had a fever.  It is believed that Hong Kong aircraft we…,2020-02-02 19:43:16,IsChinar,1
3783,NormaPadron_,,RT @ScottGottliebMD: THREAD: A brief review of Catch-22 when it comes to #Coronavirus and need for more diagnostic screening capability. Ho…,2020-02-02 19:43:15,ScottGottliebMD,1
3784,FalconSec,"Leesburg, VA",An Israeli biological warfare expert claims a deadly #coronavirus spreading globally may have originated in a… https://t.co/X8goal8Mjf,2020-02-02 19:43:15,,1
3785,Kalistox,Croatia,RT @HorvatSrecko: What's spreading even faster than #coronavirus? Racism! This is when it becomes mainstream... https://t.co/yvRnULjUBl,2020-02-02 19:43:14,HorvatSrecko,1
3786,officieelpvvn1,Nederland ,"RT @MagaSassee: #CoExist 🤨🤔
-Muslim cleric’s fatwa permits Muslims to celebrate #coronavirus spread and pray for “annihilation” of Chinese…",2020-02-02 19:43:14,MagaSassee,1
3787,s_kpatel,"Darwin, Northern Territory",RT @jenniferatntd: Notice about stock market in #China. No one is allowed to sell when the market resume on Feb. 3.  Biding price to be con…,2020-02-02 19:43:13,jenniferatntd,1
3788,DocRock1007,gab.com/DocRock1007,43.  Many say the #coronavirus deaths are being grossly under-reported. One source indicates 70-120 bodies a day -… https://t.co/IsM1z2NmqQ,2020-02-02 19:43:13,,1
3789,sujin4ualways,"Kulasekaram, Tamil Nadu","RT @AbdeMaxi_1732: At this time i would like to give a big salute to all the doctors, nurses, hospital workers &amp; co-workers for their criti…",2020-02-02 19:43:13,AbdeMaxi_1732,1
3790,velvetkave13,,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:43:12,TomValletti,1
3791,Practice_grace,"Minnesota, USA","@thegoodgodabove there are all kinds of #Floods
#yearoftheflood is a great read by @MargaretAtwood 
#2019ncov
#nars… https://t.co/VrYurS6lcG",2020-02-02 19:43:10,,1
3792,dbaldy7,,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:43:09,TomValletti,1
3793,StoatlyL,,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:43:09,TomValletti,1
3794,Tautoulogic,,RT @RT_com: #Wuhan hospital workers sing to the #coronavirus patients to keep their spirit up https://t.co/NEvSPEmQm1,2020-02-02 19:43:08,RT_com,1
3795,4futureHope,,RT @TrueNorthCentre: Lenore Zann said she didn’t know the government’s view on how Canadians can protect themselves from the #coronavirus.…,2020-02-02 19:43:07,TrueNorthCentre,1
3796,davidseamanweb,🇺🇸 ,RT @Fulcrum__News: Your Sunday #coronavirus updates: https://t.co/OZud3AbjUd,2020-02-02 19:43:07,Fulcrum__News,1
3797,rodrigocruzt8,Amazonas,"RT @CGTNOfficial: #BREAKING Construction work of Huoshenshan Hospital, #Wuhan's makeshift hospital built for treating pneumonia patients in…",2020-02-02 19:43:07,CGTNOfficial,1
3798,LuppaValeska,,RT @RT_com: #Wuhan hospital workers sing to the #coronavirus patients to keep their spirit up https://t.co/NEvSPEmQm1,2020-02-02 19:43:05,RT_com,1
3799,CyrusTrump2020,,"RT @BasedPoland: A new study by the University of HongKong shows about 75 000 ppl are infected with the #CoronaVirus just in #Wuhan

They s…",2020-02-02 19:43:05,BasedPoland,1
3800,FVMINGMOUTH,"Mission Viejo, CA","RT @NCOVNEWS: BREAKING: The #Coronavirus has 96% concordance with a bat-borne coronavirus: officials from Hubei

via | GlobalTimes
 https:/…",2020-02-02 19:43:05,NCOVNEWS,1
3801,saja_laja,,RT @RT_com: #Wuhan hospital workers sing to the #coronavirus patients to keep their spirit up https://t.co/NEvSPEmQm1,2020-02-02 19:43:04,RT_com,1
3802,iXP5sDOUe11pbUs,,"RT @Fight4HongKong: 02.02.20 Mei Foo Anti-Quarantine Camp Protest:

Plainclothes #HKPolice violently arrested and hit 2 Mei Foo residents w…",2020-02-02 19:43:04,Fight4HongKong,1
3803,TsawwassenCanuk,,RT @WarsontheBrink: Watch: #Wuhan hospital workers sing to the #coronavirus patients to keep their spirit up https://t.co/sfNHx3GlQa,2020-02-02 19:43:04,WarsontheBrink,1
3804,NabeelBasharat6,"Islamabad,Pakistan.","RT @CathayPak: We appreciate Dr.Muhammad Usman Janjua,a foreign Doctor to join the fight against coronavirus in China as a volunteer. He is…",2020-02-02 19:43:03,CathayPak,1
3805,witzraor,,RT @RT_com: #Wuhan hospital workers sing to the #coronavirus patients to keep their spirit up https://t.co/NEvSPEmQm1,2020-02-02 19:43:03,RT_com,1
3806,ImGrrrr8,Respect the West ,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:43:03,TomValletti,1
3807,sclem81,,"RT @BrendiWells: Since 22 Jan '20 - 305 people died in #China due to #coronavirus (population 1.4 billion). 

Since 22 Jan '20 - 638 people…",2020-02-02 19:43:03,BrendiWells,1
3808,Corona_nCoV2019,,"RT @CoronavirusNews: Germany confirms 2 new cases of the #coronavirus, bringing the total to 10. Both patients were part of the 124 people…",2020-02-02 19:43:03,CoronavirusNews,1
3809,noor09135288,,"RT @CGTNOfficial: Live: Huoshenshan, one of the two #Wuhan prefab hospitals, expected to admit novel #coronavirus patients tomorrow https:/…",2020-02-02 19:43:02,CGTNOfficial,1
3810,iKailashYadav,"Alwar, Rajasthan, India",RT @maree_jun: A relative of mine from China just sent me this. Rows of police surrounds her residential block where a positive  #coronavir…,2020-02-02 19:43:02,maree_jun,1
3811,FrausMarie,,RT @UNHumanRights: It's understandable to be alarmed by #Coronavirus. But no amount of fear can excuse prejudice &amp; discrimination against p…,2020-02-02 19:43:01,UNHumanRights,1
3812,morgann_scott22,Colorado Springs,"RT @thechinacurrent: With all the #coronavirus news, we're reminded of our talk with @ProfSharonLewin - about her work anticipating the nex…",2020-02-02 19:43:01,thechinacurrent,1
3813,morai7777,,RT @RT_com: #Wuhan hospital workers sing to the #coronavirus patients to keep their spirit up https://t.co/NEvSPEmQm1,2020-02-02 19:43:00,RT_com,1
3814,HemaElMoghannY,"Damnhour, Bihara, Egypt ","RT @iba_aly: In China, Doctor prescribed to wash hands 3 to 4 times a days and put water into the nose due to #coronavirus. Muslim perform…",2020-02-02 19:43:00,iba_aly,1
3815,Justicequest007,UK,RT @RT_com: #Wuhan hospital workers sing to the #coronavirus patients to keep their spirit up https://t.co/NEvSPEmQm1,2020-02-02 19:43:00,RT_com,1
3816,deeppatelj,"Ahmadabad City, India","First #CoronaVirus and now #H5N1 !

What's happening China? https://t.co/n7vA8nhH6A",2020-02-02 19:43:00,,1
3817,AUH2020,دار الفلاحي خليفة داري ومرباي,RT @EmiratiPatriot: Landmarks across #AbuDhabi are lit with the #Chinese flag in support of #China's attempts to tackle the #Coronavirus,2020-02-02 19:42:59,EmiratiPatriot,1
3818,MD4U,Universal,RT @EverydayHealth: How worried should you be about the #coronavirus? Join our Twitter chat with @DrRobertGlatter and @amidyingdocs on Mond…,2020-02-02 19:42:58,EverydayHealth,1
3819,postanomie,,RT @jenniferatntd: Notice about stock market in #China. No one is allowed to sell when the market resume on Feb. 3.  Biding price to be con…,2020-02-02 19:42:57,jenniferatntd,1
3820,Fan08685847,,"RT @NonghuaNews: Our China Warm Hear Patriotic Police come to Wenzhou 温州 to Encourage and Comfort Citizens! Can to feel Enthusiasm, can to…",2020-02-02 19:42:57,NonghuaNews,1
3821,cLFob8w3vgFfoBW,,RT @markbrantley3: #Taiwan is close to #China where the #coronavirus has erupted. #Taiwan is a major regional transport hub. The #WHO has d…,2020-02-02 19:42:57,markbrantley3,1
3822,mrlnatalia,Unknown,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:42:56,TomValletti,1
3823,iKailashYadav,"Alwar, Rajasthan, India","RT @DarrenPlymouth: This undercover journalist secretly filmed 8 bodies in 5 minutes in 1 hospital ward, #Wuhan, #China.

Cause of death, #…",2020-02-02 19:42:56,DarrenPlymouth,1
3824,Eon_Eduardo,Dinuba Ca,"RT @CGTNOfficial: #BREAKING Construction work of Huoshenshan Hospital, #Wuhan's makeshift hospital built for treating pneumonia patients in…",2020-02-02 19:42:55,CGTNOfficial,1
3825,SirJoeWorks,Mars ★,#Coronavirus &amp; #CashlessSociety: 1) Free hospitals will now charge you. 2) No cash accepted. If you can't pay by el… https://t.co/LYUvCKOezq,2020-02-02 19:42:55,,1
3826,zbits33,,RT @jenniferatntd: Notice about stock market in #China. No one is allowed to sell when the market resume on Feb. 3.  Biding price to be con…,2020-02-02 19:42:54,jenniferatntd,1
3827,bitcoinconnect,,Coronavirus: What it does to the body SURVIVE SEE DETAILS AT ==&gt; https://t.co/7rxEenP6tA #virus #coronavirus #sars… https://t.co/9fq7sTotIG,2020-02-02 19:42:54,,1
3828,sourav_sngupta,"Kolkata, India",RT @RT_com: #Wuhan hospital workers sing to the #coronavirus patients to keep their spirit up https://t.co/NEvSPEmQm1,2020-02-02 19:42:53,RT_com,1
3829,libreetheureux,"Planète terre, par moment...","RT @BraveTheWorld: India just announced that the #coronavirus had at least 4 protein inserts from HIV, which is a sign of engineering, lead…",2020-02-02 19:42:53,BraveTheWorld,1
3830,qwertyuiioasdg,United States Minor Outlying I,RT @SolomonYue: 66 counties are restricting travelers from🇨🇳&amp; its nationals to stop #coronavirus.,2020-02-02 19:42:51,SolomonYue,1
3831,Diana_Chumley,"Tennessee, USA","RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:42:51,TomValletti,1
3832,EvaEstudillo,,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:42:51,TomValletti,1
3833,Milatrud11,,"RT @RT_com: #Turkey #AirForce evacuates 42 people from #Wuhan amid #coronavirus outbreak: 32 Turkish nationals, and citizens of #Georgia, #…",2020-02-02 19:42:50,RT_com,1
3834,almuhalb97,"سلطنة الفخر والعز  ""عُمان""Oman","RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:42:50,TomValletti,1
3835,y_kitman,Hong Kong,"RT @benedictrogers: #CarrieLam's record is shocking 

➡️proposes bill to destroy #HongKong

➡️ ignores millions of peaceful protesters, bus…",2020-02-02 19:42:49,benedictrogers,1
3836,asliamitt,India,"RT @Atheist_Krishna: Indian Govt. Vs Pakistan Govt. when it comes to rescuing their citizens abroad.
CC (Chaman C******) @ImranKhanPTI 
#Pa…",2020-02-02 19:42:47,Atheist_Krishna,1
3837,LedicarusMedia,"Ontario, Canada","Speaking as a human being, I find it hard to believe that out of 65,000,000 people only 11,500 are infected with… https://t.co/z7y8qYlTgC",2020-02-02 19:42:47,,1
3838,CWesleyWood,"Belleville, Ontario","RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 19:42:47,TomValletti,1
3839,SolrosP,,RT @RT_com: Protests break out in #Indonesia’s Natuna Island over government’s  decision to #quarantine 241 nationals #evacuated from #Wuha…,2020-02-02 19:42:47,RT_com,1
3840,RealHeDi,Earth 🌏,"I feel sorry for the chines ppl, everyone are super paranoid, avoiding sitting next to chines ppl at the buses and… https://t.co/I4Etweqn8n",2020-02-02 19:42:45,,1
3841,FrankSpain5,"Smiths, AL",RT @PDChina: Salute! Photos of frontline doctors and nurses taking off their masks during short breaks in their fight against the novel #co…,2020-02-02 19:42:45,PDChina,1
3842,eraofmoon,,"RT @2019_wuhan_nCoV: ASIA UPDATE:

There have been 14.646 positive tests for the #coronavirus in Asia.⬇️

China: 14,550 (+2759)
Japan: 20 (…",2020-02-02 19:42:44,2019_wuhan_nCoV,1
3843,SRDijk,,"RT @IsChinar: Wenzhou, No. 1 vegetable market

#WuhanCoronavirus #Coronavirus https://t.co/lPhoYa3imn",2020-02-02 19:42:44,IsChinar,1
3844,jicki13,,"RT @NetworksManager: Protests in Natuna Island, Indonesia over government’s  decision to quarantine 241 nationals evacuated from #Wuhan aft…",2020-02-02 19:42:44,NetworksManager,1
3845,Linda46080245,"Columbus, OH","RT @Texasexpatriate: Not good news
#coronavirus 

10-Year-Old Boy Raises Fears Wuhan Virus Could Spread Undetected 

https://t.co/foK1rmrIfj",2020-02-02 19:42:44,Texasexpatriate,1
3846,JimCrossman6,,"RT @DrJacobsRad: The Lancet article modeling disease spread changes everything. There's no need to panic, but it is now clearly time to act…",2020-02-02 19:42:44,DrJacobsRad,1
3847,yeoldewhitishc1,"Gardendale, AL","RT @CatesDuane: @Jkylebass @drawandstrike Pic 1 NEW Lvl IV Bio Lab just built in LOVELY WUHAN CITY! (Jan 4, 2018)
Pic 2 THIS is Dr. Charles…",2020-02-02 19:42:44,CatesDuane,1
